companyName,CIN,GSTIN,phone,email,address,startDate,renewalDate,category,directors,description,status
Systems Corporation,UM3VQ8P7J6OQXFKBQB09TH,IPDENU0F14WERWM9I,4269343489,systemscorporation526@gmail.com,"45 Park Street, Bandra, Hyderabad, Gujarat",2023-10-22,2024-09-16,Retail,"57695232, 89731403",Involved in various business activities.,inactive
Creative Industries,UWWV1KMQCGV921YD19FXNV,7IDEMN7G8MU56SVNC,6302543884,creativeindustries716@gmail.com,"2 MG Road, HSR Layout, Delhi, Karnataka",2023-07-13,2024-06-07,Retail,"46831168, 60950074",Involved in various business activities.,active
Future Industries,UQL1PZDCEIPLL8BI8RXXE4,7VDE1ZMTJR4PFCQQN,8786754852,futureindustries229@gmail.com,"30 Park Street, HSR Layout, Ahmedabad, West Bengal",2023-10-12,2024-09-06,Construction,"27346249, 75027900",Involved in various business activities.,vacated
Future Corporation,USQNM2SV0VFHNR3JPT043T,SKDEPOTDQ5584C2CV,8328855297,futurecorporation510@gmail.com,"1 MG Road, Koramangala, Surat, Uttar Pradesh",2022-01-04,2022-11-30,Education,"85929339, 41773007",Involved in various business activities.,active
Limited Group,ULBY4JT1ET9VGEWA8BADR5,Y8DEZYTV915PWI06A,8833845487,limitedgroup463@gmail.com,"6 Sarat Bose Road, Koramangala, Jaipur, Telangana",2022-03-04,2023-01-28,Education,"55376365, 25556976",Involved in various business activities.,inactive
Creative Limited,U7E8WF6L99EHM9AY4FKQ4F,QKDEBJPCBN8OH7559,1687600938,creativelimited309@gmail.com,"97 Sarat Bose Road, Koramangala, Delhi, Maharashtra",2022-10-06,2023-09-01,Retail,"45647137, 74366964",Involved in various business activities.,inactive
Group Consulting,UO6ZT55IL6WQJHEAU406S4,6FDE9XPFD7U0BH55W,8224515046,groupconsulting310@gmail.com,"98 Main Road, HSR Layout, Pune, Maharashtra",2023-01-27,2023-12-23,E-commerce,"60427265, 52128993",Involved in various business activities.,vacated
International Limited,U3XYHVL9156VNKLHGW4Z8N,98DETM7CC4RQBK5PZ,5291149014,internationallimited851@gmail.com,"37 Sarat Bose Road, HSR Layout, Surat, West Bengal",2023-08-29,2024-07-24,Construction,"36882975, 72969208",Involved in various business activities.,active
Group Solutions,UERK2AU09401BVRY4KYKIT,XJDE6YOFQI0FRWJ9F,3059792400,groupsolutions223@gmail.com,"60 MG Road, Koramangala, Mumbai, Maharashtra",2023-10-02,2024-08-27,Retail,"76724161, 85554139",Involved in various business activities.,active
Enterprise Consulting,U8ZJAQ1M3PYD6QT6IXYY6N,Z1DEOU9SFEHP89QPI,6825227061,enterpriseconsulting760@gmail.com,"60 MG Road, Andheri, Hyderabad, Telangana",2023-12-09,2024-11-03,Education,"84960910, 32754929",Involved in various business activities.,inactive
Limited Partners,USH7U2D33KCCRXJ7KR70YG,WFDEWGFU1QNUDSAGP,4175992136,limitedpartners757@gmail.com,"9 Sarat Bose Road, Koramangala, Delhi, Telangana",2023-07-14,2024-06-08,Advertising,"25777288, 49593919",Involved in various business activities.,inactive
International Technologies,UFS24P0RY32BX6CJ911UG8,1LDEQH9I00VWPGOW3,4248377311,internationaltechnologies882@gmail.com,"55 MG Road, Bandra, Bangalore, Telangana",2023-06-12,2024-05-07,E-commerce,"58858708, 64445471",Involved in various business activities.,inactive
Creative Industries,UYTEASPFIVJT2OYDQ5J1P5,ZEDEC0Y1BPRCTXEQ9,1296871781,creativeindustries426@gmail.com,"51 Tilak Road, Bandra, Bangalore, Tamil Nadu",2024-02-07,2025-01-02,Construction,"74975190, 63073512",Involved in various business activities.,active
Digital Solutions,UC7BALJ6091O6Z9KEZ0ZQR,4MDEF3ZUNKJ8E7OEQ,2419037290,digitalsolutions837@gmail.com,"42 Main Road, Andheri, Kolkata, Bihar",2022-01-17,2022-12-13,IT services,"86194317, 13478125",Involved in various business activities.,vacated
Tech Industries,U9M7ZNQFJ5D94VJ8F9T10Z,QXDEX1V0WZWQTENGQ,2525806230,techindustries880@gmail.com,"59 Tilak Road, Koramangala, Bangalore, Karnataka",2023-10-25,2024-09-19,Construction,"15732171, 10075803",Involved in various business activities.,active
Innovative Limited,UNYLH9AZF1XHUL6M4HJ6EP,AUDEIIGEM6YUPDP23,2022164215,innovativelimited633@gmail.com,"95 Main Road, Indiranagar, Bangalore, Madhya Pradesh",2022-02-05,2023-01-01,Media,"58537117, 51271432",Involved in various business activities.,inactive
Corp Consulting,UTU0F9TLTTB6PS8CSWIJAP,N9DEF9AETQ5KAFJIK,3226820910,corpconsulting368@gmail.com,"98 MG Road, Indiranagar, Pune, Gujarat",2023-11-05,2024-09-30,Finance,"56429616, 16580486",Involved in various business activities.,inactive
Global Consulting,U79YP30XJX48VSA6EB0TQT,GGDEXQ9ULFWVJP3V4,2585832591,globalconsulting969@gmail.com,"77 Main Road, Bandra, Delhi, Bihar",2024-10-17,2025-09-12,Advertising,"67435932, 26611007",Involved in various business activities.,active
Enterprise Technologies,UYGC6SC5XC8H49Y3M1TLVB,NJDE8DZVXDDM8DZ1H,3244414364,enterprisetechnologies898@gmail.com,"97 Main Road, Andheri, Jaipur, Maharashtra",2024-07-16,2025-06-11,Media,"36661668, 51030195",Involved in various business activities.,active
Future Consulting,U49Y4YJWKK2JL77B27JI7R,LPDELLY4PO5UYUYT0,5014270811,futureconsulting894@gmail.com,"47 Sarat Bose Road, Bandra, Ahmedabad, West Bengal",2024-10-03,2025-08-29,Finance,"31026054, 80035561",Involved in various business activities.,active
Group Partners,UCQ43TC4E8FIIYGUAMOWKQ,TEDEVGOEAB3I8171I,8176498052,grouppartners660@gmail.com,"100 Tilak Road, Bandra, Mumbai, Karnataka",2021-12-24,2022-11-19,Manufacturing,"45064856, 14408804",Involved in various business activities.,vacated
Corp Enterprise,U61O9GKE3ENZC2X4N0LX4H,THDER7HF2JI3F6RUT,8791027993,corpenterprise383@gmail.com,"94 MG Road, HSR Layout, Chennai, Karnataka",2022-05-10,2023-04-05,Advertising,"38822719, 13735464",Involved in various business activities.,vacated
Systems Enterprise,UPH6ZOHENX3OQKKXGQV6S8,O5DE48KYI798S7F10,4698687364,systemsenterprise211@gmail.com,"12 Park Street, Andheri, Ahmedabad, West Bengal",2023-03-05,2024-01-29,Education,"75461265, 42228984",Involved in various business activities.,inactive
Enterprise Partners,UNG26ZAWNF8A1HE4MFEJKY,E6DEOXQS3ADLLH1B1,1831739551,enterprisepartners675@gmail.com,"15 MG Road, Indiranagar, Hyderabad, Tamil Nadu",2024-10-18,2025-09-13,Education,"71275192, 21949633",Involved in various business activities.,active
Group Services,UDB124WD4688JE871R1B57,20DEACRD3LEYKCM5T,4791969760,groupservices192@gmail.com,"35 Main Road, HSR Layout, Pune, Maharashtra",2023-04-03,2024-02-27,Advertising,"51019783, 99791595",Involved in various business activities.,inactive
Limited Technologies,U7GSSCU9IX1T0U6T239V0S,82DE9S54EZQU0G17S,5809277623,limitedtechnologies685@gmail.com,"4 MG Road, Bandra, Bangalore, Uttar Pradesh",2024-04-09,2025-03-05,IT services,"58583031, 38007078",Involved in various business activities.,active
Innovative Partners,U897UTGZLQSYGLODQT8BG0,OIDEBWOOT7G0DKWKZ,2328644660,innovativepartners588@gmail.com,"63 Park Street, Bandra, Chennai, Madhya Pradesh",2022-09-03,2023-07-30,Finance,"99964548, 65915359",Involved in various business activities.,vacated
Group Consulting,U6DE8L08H3BK3G2JL2OAD1,9CDEOZDZGDM5I1EH8,2927222142,groupconsulting708@gmail.com,"27 Tilak Road, Bandra, Pune, Maharashtra",2022-10-31,2023-09-26,Media,"62282251, 74066588",Involved in various business activities.,inactive
Smart Services,UEG4XT9R1SQPKHVYS2UUXH,ZRDELB4CQK7QW07GJ,8832374442,smartservices233@gmail.com,"73 Main Road, Indiranagar, Ahmedabad, West Bengal",2022-02-08,2023-01-04,Finance,"94700722, 26210618",Involved in various business activities.,active
Solutions Industries,UGTV4WFYETKGIF7RQWIDK4,BUDE1R5K0JMY1LKEC,7691757258,solutionsindustries207@gmail.com,"60 Sarat Bose Road, Koramangala, Jaipur, Andhra Pradesh",2024-10-13,2025-09-08,Retail,"81546095, 10693280",Involved in various business activities.,inactive
Future Services,UH457KPAJNBKAFABVBD7AR,77DELSF5GISXF1R3G,1309675117,futureservices622@gmail.com,"42 Tilak Road, Bandra, Hyderabad, Telangana",2024-06-18,2025-05-14,Advertising,"33535401, 63249717",Involved in various business activities.,vacated
Solutions Solutions,URHMDJUWUWNT125LTTFF52,QFDE7B8ZYUWVAJ6ML,2065098475,solutionssolutions353@gmail.com,"75 Sarat Bose Road, Andheri, Delhi, Tamil Nadu",2022-01-09,2022-12-05,Education,"92408509, 48254128",Involved in various business activities.,inactive
Innovative Corporation,UB8OM66LQMH90K71HSXVCY,FHDEV8NVUVZI88OMD,5014148664,innovativecorporation364@gmail.com,"6 Park Street, Koramangala, Jaipur, Andhra Pradesh",2023-02-03,2023-12-30,IT services,"92381341, 78603456",Involved in various business activities.,active
Future Technologies,U4O4Z5VUVN8U57J62WWCMH,JEDE7SEVW22NW59LN,4795097304,futuretechnologies486@gmail.com,"88 Main Road, Koramangala, Bangalore, West Bengal",2022-01-16,2022-12-12,Construction,"14709583, 93793900",Involved in various business activities.,vacated
Global Industries,UIZ6UP6CMGX0OMP7LTG7TD,QMDEJ337RF8M6DFKM,2099211806,globalindustries442@gmail.com,"40 Main Road, Koramangala, Chennai, Bihar",2022-09-28,2023-08-24,Education,"83912639, 10422241",Involved in various business activities.,vacated
Group Services,UEZA6EVF1H59YL13KJQP5D,SEDEC555OQ3Z80VZR,5788578410,groupservices312@gmail.com,"17 MG Road, Indiranagar, Surat, Andhra Pradesh",2024-02-08,2025-01-03,Advertising,"64231726, 71022518",Involved in various business activities.,vacated
Inc Limited,UHTD5IF5TIB5VYIL26GV8P,00DEQXVB40LMCYG81,1952482868,inclimited705@gmail.com,"48 Sarat Bose Road, Indiranagar, Pune, Madhya Pradesh",2024-11-08,2025-10-04,E-commerce,"45227001, 61231712",Involved in various business activities.,inactive
Innovative Consulting,UHQYUIMS5BVNF6BU1LY90T,JKDEBX5SEGCAT565Q,4377795331,innovativeconsulting869@gmail.com,"67 Main Road, HSR Layout, Surat, Maharashtra",2023-03-06,2024-01-30,Advertising,"40207151, 10771914",Involved in various business activities.,vacated
Global Corporation,U0Z7B2F6EKQ3EPRYD9A7MQ,4HDELRD849YQ6DZRG,1787513629,globalcorporation596@gmail.com,"95 Main Road, Andheri, Pune, Uttar Pradesh",2023-05-15,2024-04-09,Education,"77059843, 91386716",Involved in various business activities.,vacated
International Partners,UP2MP50Y932E6XH5HHEDLM,1JDEPRLDBS39JJGRZ,5816630354,internationalpartners288@gmail.com,"7 MG Road, HSR Layout, Bangalore, Uttar Pradesh",2024-07-18,2025-06-13,Media,"85846076, 49927597",Involved in various business activities.,active
Limited Solutions,U14BM5M9KCUNN39C57OWDB,PGDEUF3QLGO529MX2,7243203519,limitedsolutions607@gmail.com,"56 MG Road, Andheri, Chennai, Madhya Pradesh",2023-08-02,2024-06-27,Media,"82083787, 16992367",Involved in various business activities.,inactive
Future Industries,U646QTW8MR51UPBIDATS6S,25DE1HCXJZV8BX51J,9516741534,futureindustries198@gmail.com,"94 Tilak Road, Andheri, Surat, Madhya Pradesh",2022-06-07,2023-05-03,Retail,"33688968, 61450808",Involved in various business activities.,vacated
Future Group,UOXOVM09JV6GWVS1KRPF2V,MGDEC4LW22QD7IJU2,9305150894,futuregroup345@gmail.com,"74 Main Road, Indiranagar, Mumbai, Tamil Nadu",2022-08-14,2023-07-10,Education,"34961935, 55405496",Involved in various business activities.,inactive
Global Consulting,UL029D85FC6XIL6PP3PLQG,99DE0VSRMPF0JUVFJ,3843013308,globalconsulting689@gmail.com,"97 MG Road, Indiranagar, Ahmedabad, Telangana",2022-06-15,2023-05-11,Finance,"43515823, 23646971",Involved in various business activities.,active
Limited Industries,UH2OBX6O0ZQCMJ5FNDM9HD,DMDE35P99HT1X9NAK,6765701802,limitedindustries638@gmail.com,"45 Sarat Bose Road, Bandra, Pune, Maharashtra",2023-09-17,2024-08-12,Education,"88732096, 49264779",Involved in various business activities.,vacated
Inc Consulting,UBDP4OIECBEFW98UC6WAQM,JDDEZ90WYNHH8VMO3,6237542083,incconsulting433@gmail.com,"19 Sarat Bose Road, Koramangala, Chennai, Andhra Pradesh",2022-11-25,2023-10-21,Finance,"19619230, 48235624",Involved in various business activities.,vacated
Inc Solutions,UK951Y4XPC0X54TZ4HOHV5,VUDEGIUBAFFS62RVK,8211535223,incsolutions375@gmail.com,"20 Park Street, HSR Layout, Delhi, Uttar Pradesh",2022-07-23,2023-06-18,Healthcare,"47480125, 20138301",Involved in various business activities.,active
Corp Limited,UBZOQODPO86UYUE1F27742,E7DE34YWGV5JOHB5E,8162257192,corplimited759@gmail.com,"4 Park Street, HSR Layout, Delhi, Telangana",2023-11-23,2024-10-18,Advertising,"22613394, 80676062",Involved in various business activities.,active
Innovative Corporation,UXK9WAE4OOBXAH84OCFDQ3,HVDEQ7GKQWPAD05KP,6383388851,innovativecorporation763@gmail.com,"14 Main Road, Koramangala, Kolkata, Maharashtra",2022-04-07,2023-03-03,Advertising,"49209596, 90278414",Involved in various business activities.,vacated
Creative Services,UGTRP1TMPW1Z9KVOYCVAJ9,TZDEQAU5W9EA7T91S,7143631507,creativeservices627@gmail.com,"92 Tilak Road, HSR Layout, Bangalore, West Bengal",2023-08-26,2024-07-21,Healthcare,"67808683, 85645526",Involved in various business activities.,active
Tech Industries,UQYXS8A9N9GG39J14NGOO6,FXDEM1ZNV95CKHVXG,8645036264,techindustries807@gmail.com,"66 Sarat Bose Road, Bandra, Ahmedabad, Andhra Pradesh",2024-04-13,2025-03-09,Manufacturing,"37809817, 91079964",Involved in various business activities.,inactive
International Technologies,UKZXJT9HTD46XBHVMOXT4I,4ODE46A4VF0631RTI,1231388846,internationaltechnologies455@gmail.com,"45 Sarat Bose Road, Indiranagar, Mumbai, West Bengal",2023-07-28,2024-06-22,Advertising,"30728863, 32560667",Involved in various business activities.,inactive
Future Services,U592L3LYZ13FKB0477P96B,BFDE5LKHRJYOLP5NP,9053022010,futureservices689@gmail.com,"44 Park Street, HSR Layout, Mumbai, Uttar Pradesh",2023-02-14,2024-01-10,Advertising,"33128120, 48942914",Involved in various business activities.,active
Global Solutions,UUWE1W1JGXNI0N8FVQ8QOH,TPDE0W9U2KAEZQQV7,8062721282,globalsolutions273@gmail.com,"6 Sarat Bose Road, Koramangala, Mumbai, Bihar",2024-10-09,2025-09-04,Manufacturing,"22752515, 92422886",Involved in various business activities.,inactive
Smart Group,UIRCA7MFXL5TNVNP2SV78X,F9DE7F4OCVYD8QR86,1965129805,smartgroup890@gmail.com,"52 Sarat Bose Road, Indiranagar, Jaipur, Andhra Pradesh",2023-05-13,2024-04-07,Education,"78305151, 31110157",Involved in various business activities.,inactive
Enterprise Solutions,URJ5RXF071HEW6TIBSH1YD,EPDE3OVRNTVRGU28D,7718459994,enterprisesolutions527@gmail.com,"17 Park Street, Indiranagar, Bangalore, Uttar Pradesh",2023-02-12,2024-01-08,Advertising,"88419005, 96132702",Involved in various business activities.,inactive
Innovative Solutions,UU1JJ3Y6EP4CKFYNRV1U9G,0BDEJL7S491OIM80O,5125195528,innovativesolutions517@gmail.com,"84 Sarat Bose Road, Andheri, Delhi, Andhra Pradesh",2023-07-25,2024-06-19,Manufacturing,"37091830, 31215173",Involved in various business activities.,vacated
Global Services,UJ2ZY3ENZBGG9KIY8LXCB1,G0DEHLAPEW3SYWO4M,8229158351,globalservices340@gmail.com,"81 MG Road, HSR Layout, Delhi, Bihar",2022-06-26,2023-05-22,Finance,"31941214, 73655469",Involved in various business activities.,active
Creative Technologies,UUJC5K0PBNI2SSYHP4R7F9,K6DEECJ123KT2OV42,4139012733,creativetechnologies396@gmail.com,"13 Sarat Bose Road, HSR Layout, Kolkata, Karnataka",2022-11-26,2023-10-22,Education,"68507558, 62144802",Involved in various business activities.,vacated
Group Corporation,U253FZM29SMH6U175GS7Q1,L6DE7IUX5VAK7FJ3V,4197342559,groupcorporation289@gmail.com,"86 MG Road, Andheri, Ahmedabad, Maharashtra",2024-07-20,2025-06-15,Media,"81003937, 60061320",Involved in various business activities.,active
Creative Solutions,U98VV6PHR95Z9HW5ZPGVXU,L7DEQL33WQ5N1DION,8585968838,creativesolutions273@gmail.com,"21 MG Road, Andheri, Kolkata, Andhra Pradesh",2022-05-08,2023-04-03,E-commerce,"87961347, 10443565",Involved in various business activities.,inactive
Corp Corporation,U3JM1XATIFJSJ84CTC141U,IFDE3RHZLB0K5153A,7735402357,corpcorporation188@gmail.com,"60 Sarat Bose Road, HSR Layout, Chennai, Andhra Pradesh",2024-11-06,2025-10-02,Retail,"99396773, 58385523",Involved in various business activities.,inactive
Corp Consulting,USQYPGL9GBWR39MAEX0W5L,9GDEFJ29AEEXRCT86,8051591778,corpconsulting283@gmail.com,"94 Sarat Bose Road, Bandra, Bangalore, Tamil Nadu",2022-03-24,2023-02-17,Retail,"71074723, 65677256",Involved in various business activities.,active
Tech Consulting,UW89CEJLFDQAG2EKAZSPUL,KUDEUAN6R6Z6QHCIO,4184587024,techconsulting405@gmail.com,"44 Sarat Bose Road, Andheri, Jaipur, Bihar",2023-09-15,2024-08-10,Construction,"39977804, 86215793",Involved in various business activities.,active
International Technologies,U5EI73OKM08UBOAPE15IJ1,ITDEQZRWD5FL7WBSH,4448455160,internationaltechnologies652@gmail.com,"50 Main Road, Andheri, Surat, Uttar Pradesh",2024-01-14,2024-12-09,Retail,"28127041, 50307696",Involved in various business activities.,active
Corp Solutions,U9G64NIVJHN51L6P9WFG9J,NPDELPSQXURNT24WI,9079791352,corpsolutions873@gmail.com,"41 Tilak Road, Bandra, Surat, Maharashtra",2023-05-07,2024-04-01,Education,"25112255, 72916479",Involved in various business activities.,active
Tech Industries,U4G3XMC1HN37RLMQX60J8M,J8DE8V7HYFA0BKOC6,6954994901,techindustries556@gmail.com,"72 MG Road, Koramangala, Bangalore, Telangana",2024-05-08,2025-04-03,Construction,"67438337, 23583899",Involved in various business activities.,vacated
Tech Industries,US6BK3D65THRL6NL5FG64I,4UDE4U8MNJNA0A7GQ,3161993617,techindustries606@gmail.com,"50 Tilak Road, Koramangala, Jaipur, Tamil Nadu",2022-03-26,2023-02-19,E-commerce,"23727484, 18950776",Involved in various business activities.,vacated
Systems Limited,U8SFALYNX81NYNUXKKM2W8,7XDE104047V6LBDHZ,3843576869,systemslimited550@gmail.com,"74 Sarat Bose Road, Andheri, Kolkata, Maharashtra",2022-02-13,2023-01-09,Finance,"73410561, 53315113",Involved in various business activities.,inactive
Solutions Corporation,ULT6D4G5O4LBRAP2J052BX,2ODEILPAC8NKXP1JC,8837059920,solutionscorporation396@gmail.com,"24 Park Street, Koramangala, Pune, Tamil Nadu",2024-10-02,2025-08-28,Construction,"11918549, 55635594",Involved in various business activities.,vacated
Creative Solutions,UF9W0J7JNWX4H4U473XHIZ,LODE8W48PZ8QIWYRS,8761403383,creativesolutions841@gmail.com,"23 Tilak Road, Indiranagar, Kolkata, Telangana",2023-05-18,2024-04-12,Healthcare,"56019910, 94052997",Involved in various business activities.,inactive
Tech Group,UNFJ0ARH3RGP6ZSY6CB887,5TDECG8KLLV6ROOGG,5135902211,techgroup163@gmail.com,"12 Sarat Bose Road, Andheri, Chennai, Gujarat",2022-04-15,2023-03-11,IT services,"27704666, 86328656",Involved in various business activities.,inactive
Smart Industries,U3UO3OHWAM2CTZ7I9XS3BG,KLDEJ6EAAELJ64TXO,4807409909,smartindustries314@gmail.com,"26 MG Road, Andheri, Jaipur, Karnataka",2024-03-03,2025-01-27,Manufacturing,"78063878, 40517492",Involved in various business activities.,inactive
Inc Industries,ULJB8BQVFM6WH82PIYHBUQ,BPDEN7V6ZDLFYQCJQ,8293398044,incindustries955@gmail.com,"63 MG Road, Indiranagar, Jaipur, West Bengal",2022-01-24,2022-12-20,Construction,"80431597, 20084504",Involved in various business activities.,vacated
Smart Consulting,U11UXJQXW3BEF196YCW5PH,MHDEYUAOJ2DCKNZ1W,5804695402,smartconsulting742@gmail.com,"54 Tilak Road, Koramangala, Surat, Uttar Pradesh",2022-03-31,2023-02-24,Education,"75165689, 22596116",Involved in various business activities.,active
Future Technologies,U4H8EONUA1XSG21CE39ZJ0,5XDERKFWAC9JLRP4L,6003839787,futuretechnologies177@gmail.com,"34 Sarat Bose Road, Indiranagar, Mumbai, West Bengal",2022-08-22,2023-07-18,IT services,"34866711, 26876720",Involved in various business activities.,active
Enterprise Partners,UF2LEKZ8MF0NAUQQOENFB7,2KDE05NS8AV96J55U,8527521764,enterprisepartners118@gmail.com,"38 Park Street, Koramangala, Delhi, Madhya Pradesh",2022-02-27,2023-01-23,Finance,"87100285, 65178281",Involved in various business activities.,active
Tech Consulting,UBLT6SMDC8JDDAMVPYBLDX,ESDEA8Z0JKMYAHN2M,5006728805,techconsulting616@gmail.com,"97 MG Road, HSR Layout, Pune, Tamil Nadu",2022-11-11,2023-10-07,Retail,"35041143, 67574077",Involved in various business activities.,vacated
Smart Limited,UJULDJ4E0277MUMG7FCZXH,XHDEQDSJNJ3MJK0TL,7113423310,smartlimited532@gmail.com,"35 Tilak Road, Indiranagar, Jaipur, Telangana",2023-09-03,2024-07-29,Healthcare,"47323323, 72871837",Involved in various business activities.,active
International Corporation,UMJU94Y7MY9F2CKBREPRGX,PJDEY0V5AW14WCDKG,2954686718,internationalcorporation328@gmail.com,"86 Main Road, Bandra, Chennai, Maharashtra",2022-08-08,2023-07-04,Manufacturing,"52211193, 56792877",Involved in various business activities.,active
Digital Industries,U4DRP155SSBXBX6VJWQPVU,0SDE0XM8U34A2711L,1842795766,digitalindustries154@gmail.com,"37 MG Road, Koramangala, Bangalore, Tamil Nadu",2021-12-18,2022-11-13,Advertising,"60062447, 86482444",Involved in various business activities.,active
Limited Group,UPNWUM456CMFDFDYUPUK2P,CEDEYL3IZ0JAE2A3N,4127907312,limitedgroup914@gmail.com,"28 Sarat Bose Road, Indiranagar, Chennai, Tamil Nadu",2023-10-05,2024-08-30,Education,"84483203, 39877500",Involved in various business activities.,vacated
Innovative Limited,UVSAV6R0VI82TRYVS2FXZX,0GDE96PD7BO8MX6GW,2434545198,innovativelimited827@gmail.com,"5 Sarat Bose Road, Andheri, Kolkata, West Bengal",2024-05-27,2025-04-22,Retail,"23889602, 15970444",Involved in various business activities.,vacated
Limited Services,U03MYA1Q88Q4GRW3VA0TUE,6DDEW9RBCHP3U8DWK,9428983583,limitedservices136@gmail.com,"91 Sarat Bose Road, Andheri, Mumbai, Uttar Pradesh",2023-11-14,2024-10-09,Manufacturing,"51451266, 93827110",Involved in various business activities.,active
Enterprise Partners,UQYK4R8EFFC66RJZVQQ611,RXDETRPF3544HHB43,8992487232,enterprisepartners424@gmail.com,"69 Park Street, Indiranagar, Chennai, Telangana",2024-05-13,2025-04-08,Advertising,"85931259, 48356023",Involved in various business activities.,active
Systems Limited,U4349TOFDK1TMXSBB450YD,LJDEGKUD36OBRPER7,3456360433,systemslimited840@gmail.com,"22 Sarat Bose Road, Bandra, Bangalore, Madhya Pradesh",2024-08-14,2025-07-10,Construction,"53247197, 47500688",Involved in various business activities.,inactive
Future Enterprise,U2OCLFNOH4K1STW0Z6ENY1,ATDEYX1O1FGQNGNHH,6473148765,futureenterprise523@gmail.com,"6 Park Street, HSR Layout, Hyderabad, Tamil Nadu",2024-07-29,2025-06-24,Retail,"60992168, 35770200",Involved in various business activities.,inactive
Corp Limited,UTBO0RYWX23HPUYUCLZ8F8,8PDEE248MK2EE3TUT,6893572726,corplimited478@gmail.com,"28 Main Road, Bandra, Kolkata, Tamil Nadu",2022-09-03,2023-07-30,IT services,"70312939, 20045568",Involved in various business activities.,vacated
Enterprise Limited,UFQXS9OHFU5IVCJ5B87AJ4,4IDEEITB9EQRSNP7E,3154709854,enterpriselimited825@gmail.com,"15 Tilak Road, Indiranagar, Pune, West Bengal",2023-04-06,2024-03-01,Finance,"71663752, 44511443",Involved in various business activities.,vacated
Corp Limited,U1V7FIDH6YMDGA16SBH950,ZVDEMIBX58NBQ814N,1569478722,corplimited925@gmail.com,"87 Main Road, Indiranagar, Delhi, Maharashtra",2024-06-03,2025-04-29,IT services,"24969972, 43325098",Involved in various business activities.,inactive
